cme_id,cme_date,cme_pa,cme_width,harpnum,LONDTMIN,LONDTMAX,LATDTMIN,LATDTMAX,flare_id,dimming_id,verification_score
20130428204805237,2013-04-28 20:48:05,237.0,91.0,2677,17.358601,44.595001,-22.695499,-12.1831,5876.0,7024.0,3.0
20130908182405071,2013-09-08 18:24:05,71.0,79.0,3154,-46.411999,-27.6115,-15.9074,-1.1909,6593.0,,4.0
20170904190005233,2017-09-04 19:00:05,233.0,205.0,7115,3.3451,23.979401,-15.971,-2.5161,13869.0,9033.0,1.0
20170904203605999,2017-09-04 20:36:05,,360.0,7115,4.249,24.883301,-15.971,-2.5161,13872.0,,2.0
20170906094806245,2017-09-06 09:48:06,245.0,80.0,7115,25.2652,45.899502,-15.971,-2.5161,13888.0,,2.0
20170906122405999,2017-09-06 12:24:05,,360.0,7115,26.7341,47.368401,-15.971,-2.5161,13889.0,9037.0,1.0
20170907102406254,2017-09-07 10:24:06,254.0,32.0,7115,39.162998,59.797298,-15.971,-2.5161,13897.0,,2.0
20170907151208254,2017-09-07 15:12:08,254.0,58.0,7115,41.874699,62.508999,-15.971,-2.5161,13899.0,,2.0
20170907184805259,2017-09-07 18:48:05,259.0,46.0,7115,43.908501,64.542801,-15.971,-2.5161,13900.0,,2.0
20170907233605261,2017-09-07 23:36:05,261.0,37.0,7115,46.6203,67.254601,-15.971,-2.5161,13903.0,,2.0
20170908032406254,2017-09-08 03:24:06,254.0,50.0,7115,48.767101,69.401398,-15.971,-2.5161,13908.0,,2.0
20170908073605252,2017-09-08 07:36:05,252.0,31.0,7115,51.148852000000005,71.783148,-15.971,-2.5161000000000007,13911.0,,2.0
20170909061205262,2017-09-09 06:12:05,262.0,43.0,7115,63.907799,84.542099,-15.971,-2.5161,13930.0,,2.0
20170909162405260,2017-09-09 16:24:05,260.0,95.0,7115,69.670303,90.0,-15.971,-2.5161,13935.0,,4.0
20140308181205096,2014-03-08 18:12:05,96.0,174.0,3836,-81.645699,-57.381699,-23.341499,-11.4748,7801.0,,4.0
20140310174806088,2014-03-10 17:48:06,88.0,189.0,3836,-55.051498,-30.7875,-23.341499,-11.4748,,7396.0,5.0
20110317123606156,2011-03-17 12:36:06,156.0,273.0,407,71.177902,90.0,13.427,25.6929,1499.0,,4.0
20170714012541999,2017-07-14 01:25:41,,360.0,7075,18.358,41.534599,-12.1013,-0.1096,13587.0,9019.0,3.0
20170715111207270,2017-07-15 11:12:07,270.0,55.0,7075,37.4949,60.671501,-12.1013,-0.1096,13597.0,,4.0
20170715201205283,2017-07-15 20:12:05,283.0,91.0,7075,42.5905,65.767097,-12.1013,-0.1096,13600.0,,2.0
20121020183605076,2012-10-20 18:36:05,76.0,130.0,2137,-90.0,-78.564102,-18.470301,-6.001,4861.0,,2.0
20121021205728083,2012-10-21 20:57:28,83.0,243.0,2137,-86.4179,-63.697498,-18.470301,-6.001,4869.0,,2.0
20121026160006117,2012-10-26 16:00:06,117.0,28.0,2137,-21.6583,1.0621,-18.470301,-6.001,,6096.0,5.0
20130404220005261,2013-04-04 22:00:05,261.0,61.0,2599,22.241501,46.9314,-30.738501,-18.3466,,6710.0,5.0
20150609201205077,2015-06-09 20:12:05,77.0,262.0,5658,-46.5956,-20.9429,-14.1049,-3.1338,10521.0,8356.0,3.0
20150921021204096,2015-09-21 02:12:04,96.0,78.0,5974,-90.0,-65.7286,4.8816,16.5497,11068.0,,4.0
20150921042404095,2015-09-21 04:24:04,95.0,22.0,5974,-88.838501,-64.487701,4.8816,16.5497,11070.0,,4.0
20150921053604108,2015-09-21 05:36:04,108.0,47.0,5974,-88.161598,-63.810902,4.8816,16.5497,11071.0,,2.0
20140218013621999,2014-02-18 01:36:21,,360.0,3730,25.8165,52.411098,-19.8165,-8.9053,7687.0,,4.0
20140220080007999,2014-02-20 08:00:07,,360.0,3730,56.341301,82.935898,-19.8165,-8.9053,7700.0,7088.0,1.0
20130420001206006,2013-04-20 00:12:06,6.0,90.0,2673,-18.185801,11.2001,7.8314,17.636299,5781.0,,4.0
20130420051205005,2013-04-20 05:12:05,5.0,92.0,2673,-15.3716,14.0144,7.8314,17.636299,5785.0,,4.0
20130421072407999,2013-04-21 07:24:07,,360.0,2673,-0.6248,28.7612,7.8314,17.636299,5797.0,,4.0
20130421160007273,2013-04-21 16:00:07,273.0,130.0,2673,4.2158,33.601799,7.8314,17.636299,5804.0,,4.0
20130424004805999,2013-04-24 00:48:05,,360.0,2673,36.186001,65.571899,7.8314,17.636299,5831.0,,4.0
20120731112406999,2012-07-31 11:24:06,,360.0,1903,-75.413696,-49.858101,12.4659,24.1385,4359.0,5881.0,3.0
20120731194805034,2012-07-31 19:48:05,34.0,66.0,1903,-70.724899,-45.1693,12.4659,24.1385,4365.0,,4.0
20120731214909056,2012-07-31 21:49:09,56.0,116.0,1903,-69.608498,-44.052898,12.4659,24.1385,,5883.0,5.0
20140615174805088,2014-06-15 17:48:05,88.0,48.0,4252,-90.0,-67.960197,-17.4044,-5.69,8449.0,,4.0
20140617091209999,2014-06-17 09:12:09,,360.0,4252,-70.439003,-45.742901,-17.4044,-5.69,8464.0,,4.0
20140618064805103,2014-06-18 06:48:05,103.0,75.0,4252,-58.2589,-33.562901,-17.4044,-5.69,8471.0,8638.0,3.0
20160721003605245,2016-07-21 00:36:05,245.0,75.0,6670,29.9942,55.096298,-2.0231,9.3514,12474.0,,4.0
20160723052405283,2016-07-23 05:24:05,283.0,117.0,6670,59.916901,85.018997,-2.0231,9.3514,12506.0,,2.0
20160723142408264,2016-07-23 14:24:08,264.0,74.0,6670,65.017403,90.0,-2.0231,9.3514,12510.0,,4.0
20120814012549999,2012-08-14 01:25:49,,360.0,1931,-4.8436,16.2323,14.1539,28.7665,4451.0,,4.0
20120816133624326,2012-08-16 13:36:24,326.0,261.0,1931,28.57,49.646,14.1539,28.7665,4461.0,5935.0,3.0
20120817234806338,2012-08-17 23:48:06,338.0,185.0,1931,47.552502,68.628502,14.1539,28.7665,,5936.0,5.0
20140323061206042,2014-03-23 06:12:06,42.0,150.0,3894,-67.779503,-48.5303,-0.3306,14.7893,7908.0,,4.0
20140328200005341,2014-03-28 20:00:05,341.0,103.0,3894,7.8972,27.1465,-0.3306,14.7893,7940.0,7635.0,1.0
20140328234807325,2014-03-28 23:48:07,325.0,138.0,3894,10.0465,29.295799,-0.3306,14.7893,7942.0,7637.0,3.0
20140329001206344,2014-03-29 00:12:06,344.0,111.0,3894,10.2728,29.521999,-0.3306,14.7893,7943.0,,2.0
20140329181205999,2014-03-29 18:12:05,,360.0,3894,20.453501,39.702702,-0.3306,14.7893,7956.0,7653.0,1.0
20140330122405291,2014-03-30 12:24:05,291.0,192.0,3894,30.747299,49.996601,-0.3306,14.7893,7965.0,7663.0,1.0
20120727132551021,2012-07-27 13:25:51,21.0,38.0,1877,-27.964899,-10.2075,11.0625,28.376499,4326.0,5866.0,3.0
20111127211210047,2011-11-27 21:12:10,47.0,62.0,1119,-53.6217,-27.334801,11.3608,22.878201,,5118.0,5.0
20110619164806120,2011-06-19 16:48:06,120.0,194.0,674,-67.549698,-39.253399,-23.5791,-12.7906,1951.0,,4.0
20110629004806267,2011-06-29 00:48:06,267.0,122.0,674,57.533901,85.8302,-23.5791,-12.7906,1971.0,,4.0
20130623212405132,2013-06-23 21:24:05,132.0,101.0,2887,-80.733498,-57.246498,-21.890699,-8.9544,6245.0,7886.0,1.0
20160524211602252,2016-05-24 21:16:02,252.0,64.0,6558,45.332901,68.249702,-15.0395,-2.0129,12302.0,,4.0
20160526141205252,2016-05-26 14:12:05,252.0,81.0,6558,68.507896,90.0,-15.0395,-2.0129,12309.0,,4.0
20121127221205038,2012-11-27 22:12:05,38.0,132.0,2245,-88.789101,-68.8396,3.9684,19.1115,5075.0,,4.0
20120519124805271,2012-05-19 12:48:05,271.0,52.0,1653,12.8991,40.9436,9.7915,20.7257,3864.0,5607.0,3.0
20111122032405322,2011-11-22 03:24:05,322.0,59.0,1080,16.415501,43.298698,10.2267,21.7073,2874.0,,4.0
20111124012552262,2011-11-24 01:25:52,262.0,124.0,1080,42.183998,69.067101,10.2267,21.7073,,5106.0,5.0
20110314072406059,2011-03-14 07:24:06,59.0,60.0,421,-61.0893,-34.1905,8.607099999999999,20.0515,1470.0,,4.0
20110319164805241,2011-03-19 16:48:05,241.0,110.0,421,11.6504,38.549301,8.6071,20.0515,1503.0,,4.0
20110612013624269,2011-06-12 01:36:24,269.0,86.0,650,46.272999,67.792099,5.9254,20.226,1906.0,4639.0,3.0
20170815140005096,2017-08-15 14:00:05,96.0,90.0,7107,-85.581703,-53.285702,6.217,15.7252,13690.0,,4.0
20160927000005215,2016-09-27 00:00:05,215.0,132.0,6769,25.7686,49.833302,-24.1185,-10.9535,12738.0,,4.0
20140824194806295,2014-08-24 19:48:06,295.0,80.0,4455,61.306599,80.137901,4.0142,20.647301,8795.0,,4.0
20121225060005315,2012-12-25 06:00:05,315.0,72.0,2314,-5.8319,15.131,4.0893,19.0453,5262.0,,4.0
20121228112752265,2012-12-28 11:27:52,265.0,59.0,2314,37.812401,58.775398,4.0893,19.0453,5285.0,,4.0
20140207221205196,2014-02-07 22:12:05,196.0,128.0,3703,2.9676,31.5175,-21.144699,-9.9521,,6883.0,5.0
20150914012545102,2015-09-14 01:25:45,102.0,43.0,5956,-53.331501,-25.298599,-26.707899,-14.9465,11003.0,,4.0
20150918050006201,2015-09-18 05:00:06,201.0,131.0,5956,2.0115,30.044399,-26.707899,-14.9465,11051.0,,4.0
20150920154806248,2015-09-20 15:48:06,248.0,63.0,5956,34.683899,62.716801,-26.707899,-14.9465,11064.0,,4.0
20150920181204999,2015-09-20 18:12:04,,360.0,5956,36.017399,64.0504,-26.707899,-14.9465,11065.0,8673.0,1.0
20150923080004250,2015-09-23 08:00:04,250.0,40.0,5956,70.356796,90.0,-26.707899,-14.9465,11078.0,,4.0
20120803192405310,2012-08-03 19:24:05,310.0,174.0,1893,16.6502,40.742599,12.1605,25.690201,,5889.0,5.0
20140907022405101,2014-09-07 02:24:05,101.0,104.0,4539,-77.821404,-53.468899,-29.576099,-15.777,8888.0,,2.0
20150510234806104,2015-05-10 23:48:06,104.0,37.0,5549,-90.0,-66.000504,-15.1132,-3.6665,10414.0,,4.0
20120422141207231,2012-04-22 14:12:07,231.0,78.0,1558,64.553101,90.0,-34.1376,-22.8652,3611.0,,4.0
20150502073605067,2015-05-02 07:36:05,67.0,156.0,5526,-71.343803,-46.471699,-22.775,-9.5701,10333.0,,4.0
20150503034806999,2015-05-03 03:48:06,,360.0,5526,-60.0252,-35.153099,-22.775,-9.5701,10337.0,,4.0
20150503151211120,2015-05-03 15:12:11,120.0,82.0,5526,-53.637501,-28.7654,-22.775,-9.5701,10342.0,,4.0
20150504094805999,2015-05-04 09:48:05,,360.0,5526,-43.2155,-18.343399,-22.775,-9.5701,10350.0,,4.0
20150506190005149,2015-05-06 19:00:05,149.0,199.0,5526,-11.1648,13.7073,-22.775,-9.5701,10384.0,,4.0
20101113104806042,2010-11-13 10:48:06,42.0,118.0,252,-21.6054,8.3252,9.8628,20.8675,,4393.0,5.0
20131130123605130,2013-11-30 12:36:05,130.0,103.0,3437,-50.810001,-26.454201,-25.453899,-11.5866,7159.0,,4.0
20131207073605999,2013-12-07 07:36:05,,360.0,3437,40.175201,64.530998,-25.453899,-11.5866,7189.0,8311.0,1.0
20160829042405284,2016-08-29 04:24:05,284.0,54.0,6716,44.638401,70.7612,4.6736,17.219601,12633.0,,4.0
20110606064549289,2011-06-06 06:45:49,289.0,71.0,639,5.0688,36.448799,14.1341,25.0306,1884.0,,4.0
20120416174807062,2012-04-16 17:48:07,62.0,166.0,1582,-90.0,-66.876297,8.6061,20.748301,3573.0,,2.0
20120711103605350,2012-07-11 10:36:05,350.0,166.0,1845,-19.2938,10.586,5.6537,16.834499,,5835.0,5.0
20110306233605260,2011-03-06 23:36:05,260.0,58.0,394,55.4529,81.050201,-26.9779,-13.3116,1393.0,,4.0
20110307200005999,2011-03-07 20:00:05,,360.0,394,66.772598,90.0,-26.9779,-13.3116,1404.0,,2.0
20110308190006246,2011-03-08 19:00:06,246.0,43.0,394,79.535103,90.0,-26.9779,-13.3116,1413.0,,2.0
20141101050005074,2014-11-01 05:00:05,74.0,159.0,4751,-62.025902,-27.561001,-24.0812,-13.997,,7885.0,5.0
20140322100005323,2014-03-22 10:00:05,323.0,169.0,3848,27.758801,61.948601,8.0201,17.902201,7898.0,7558.0,3.0
20121108023606999,2012-11-08 02:36:06,,360.0,2186,-90.0,-70.515404,4.388,17.992399,4938.0,,2.0
20140828172405999,2014-08-28 17:24:05,,360.0,4502,-71.199898,-46.706001,-25.761999,-11.2383,8820.0,,4.0
20140902023605121,2014-09-02 02:36:05,121.0,226.0,4502,-12.4736,12.0203,-25.761999,-11.2383,8856.0,,4.0
20121116161205068,2012-11-16 16:12:05,68.0,51.0,2220,-85.6565515,-53.249648500000006,3.4084000000000003,13.9419,4995.0,,2.0
20121121083747063,2012-11-21 08:37:47,63.0,142.0,2220,-22.215099,10.1918,3.4084,13.9419,5022.0,6175.0,1.0
20121123134806999,2012-11-23 13:48:06,,360.0,2220,7.969951000000002,40.376849,3.4084000000000003,13.9419,5031.0,,4.0
20121123232405999,2012-11-23 23:24:05,,360.0,2220,13.2794,45.686298,3.4084,13.9419,,6188.0,5.0
20160128072404262,2016-01-28 07:24:04,262.0,66.0,6289,36.910301,60.628399,-1.6994,12.6597,11765.0,,4.0
20160128122404270,2016-01-28 12:24:04,270.0,74.0,6289,39.742298,63.4604,-1.6994,12.6597,11766.0,,2.0
20160128221204263,2016-01-28 22:12:04,263.0,71.0,6289,45.292999,69.011101,-1.6994,12.6597,11767.0,,4.0
20160129043855263,2016-01-29 04:38:55,263.0,41.0,6289,48.9179,72.636002,-1.6994,12.6597,11769.0,,4.0
20160129084824267,2016-01-29 08:48:24,267.0,63.0,6289,51.296799,75.0149,-1.6994,12.6597,11770.0,,4.0
20160129171051265,2016-01-29 17:10:51,265.0,57.0,6289,56.054501,79.772598,-1.6994,12.6597,11773.0,,4.0
20160131101204269,2016-01-31 10:12:04,269.0,28.0,6289,79.276802,90.0,-1.6994,12.6597,11778.0,,4.0
20140708163605999,2014-07-08 16:36:05,,360.0,4344,-73.107903,-44.550999,1.523,13.6495,8575.0,6489.0,1.0
20140709004806059,2014-07-09 00:48:06,59.0,130.0,4344,-68.472198,-39.915298,1.523,13.6495,8577.0,6493.0,1.0
20140710222405039,2014-07-10 22:24:05,39.0,57.0,4344,-42.692902,-14.136,1.523,13.6495,8585.0,6527.0,1.0
20130206002405004,2013-02-06 00:24:05,4.0,271.0,2439,-47.0448,-6.8717,16.408899,25.561899,5478.0,6346.0,1.0
20130206032406059,2013-02-06 03:24:06,59.0,137.0,2439,-45.378799,-5.2057,16.408899,25.561899,,6347.0,5.0
20130209063605342,2013-02-09 06:36:05,342.0,198.0,2439,-3.6177,36.555401,16.408899,25.561899,,6351.0,5.0
20130211191206312,2013-02-11 19:12:06,312.0,49.0,2439,30.0355,70.208603,16.408899,25.561899,5492.0,,4.0
20140828013616236,2014-08-28 01:36:16,236.0,54.0,4469,46.175301,70.828697,-17.2677,-3.0245,,6993.0,5.0
20100922042405088,2010-09-22 04:24:05,88.0,148.0,187,-90.0,-69.2724,16.0784,28.337299,421.0,,4.0
20151221144833107,2015-12-21 14:48:33,107.0,40.0,6206,-90.0,-65.753799,-28.005699,-15.5437,11603.0,,4.0
20151222034804114,2015-12-22 03:48:04,114.0,29.0,6206,-88.419998,-58.5434,-28.005699,-15.5437,11608.0,,2.0
20151223012547098,2015-12-23 01:25:47,98.0,89.0,6206,-76.439598,-46.563,-28.005699,-15.5437,11612.0,8827.0,1.0
20151224062404113,2015-12-24 06:24:04,113.0,103.0,6206,-60.354801,-30.4781,-28.005699,-15.5437,11617.0,8829.0,1.0
20151228121205999,2015-12-28 12:12:05,,360.0,6206,-3.8916,25.9851,-28.005699,-15.5437,,8834.0,5.0
20160101232404999,2016-01-01 23:24:04,,360.0,6206,55.566799,85.443497,-28.005699,-15.5437,11664.0,8841.0,3.0
20160102032404250,2016-01-02 03:24:04,250.0,63.0,6206,57.7854,87.662102,-28.005699,-15.5437,,8842.0,5.0
20170112162405108,2017-01-12 16:24:05,108.0,98.0,6910,-90.0,-71.963402,-1.9029,11.6596,12943.0,,4.0
20150103031208118,2015-01-03 03:12:08,118.0,153.0,5011,-36.2938,-9.9856,-12.7394,0.6033,9619.0,,4.0
20120630162405103,2012-06-30 16:24:05,103.0,90.0,1819,-72.556503,-50.826801,6.1849,22.887501,,5744.0,5.0
20100818223605113,2010-08-18 22:36:05,113.0,50.0,135,-48.8241,-20.0238,-31.0466,-17.516701,326.0,,4.0
20100827101205242,2010-08-27 10:12:05,242.0,64.0,135,63.566601,90.0,-31.0466,-17.516701,,4362.0,5.0
20150923183604106,2015-09-23 18:36:04,106.0,99.0,5983,-56.2094,-23.9408,-25.691999,-13.9956,11084.0,,4.0
20150924041204125,2015-09-24 04:12:04,125.0,61.0,5983,-50.867199,-18.5986,-25.691999,-13.9956,11088.0,,4.0
20150928074805274,2015-09-28 07:48:05,274.0,118.0,5983,4.5587,36.827301,-25.691999,-13.9956,11125.0,8716.0,1.0
20150930060004286,2015-09-30 06:00:04,286.0,82.0,5983,30.268299,62.5368,-25.691999,-13.9956,11158.0,,4.0
20141129022405070,2014-11-29 02:24:05,70.0,91.0,4874,-55.151199,-25.836399,-26.897301,-13.9202,9373.0,,4.0
20141206084807328,2014-12-06 08:48:07,328.0,206.0,4874,41.744999,71.059799,-26.897301,-13.9202,9429.0,,4.0
20110802063605288,2011-08-02 06:36:05,288.0,268.0,750,-3.7321,22.631901,9.0692,23.179199,2154.0,4690.0,1.0
20110803140007999,2011-08-03 14:00:07,,360.0,750,13.8572,40.221199,9.0692,23.179199,2168.0,4694.0,1.0
20110804041205999,2011-08-04 04:12:05,,360.0,750,21.811701,48.175701,9.0692,23.179199,2173.0,4697.0,1.0
20120613132549188,2012-06-13 13:25:49,188.0,253.0,1750,-32.8039505,-9.9654495,-21.80225,-5.5973500000000005,4000.0,,2.0
20120614141207999,2012-06-14 14:12:07,,360.0,1750,-18.9615,3.8769,-21.8022,-5.5973,4014.0,,4.0
20131212033605214,2013-12-12 03:36:05,214.0,276.0,3457,29.738501,60.1576,-31.2309,-18.1863,,8370.0,5.0
20130104094805250,2013-01-04 09:48:05,250.0,94.0,2329,18.419001,56.931702,-21.4226,-11.5913,5307.0,6260.0,3.0
20140405001205155,2014-04-05 00:12:05,155.0,149.0,3942,-31.5448,0.2808,-15.9609,-4.2584,8011.0,,4.0
20140414151209147,2014-04-14 15:12:09,147.0,69.0,3999,-30.4498,-8.7745,-23.1134,-5.4347,8070.0,,4.0
20140417012552205,2014-04-17 01:25:52,205.0,169.0,3999,2.2286,23.903799,-23.1134,-5.4347,8101.0,,4.0
20140417222405212,2014-04-17 22:24:05,212.0,119.0,3999,14.0197,35.695,-23.1134,-5.4347,,7948.0,5.0
20140418072410209,2014-04-18 07:24:10,209.0,84.0,3999,19.073099,40.748299,-23.1134,-5.4347,8109.0,7955.0,3.0
20140418132551999,2014-04-18 13:25:51,,360.0,3999,22.441999,44.117199,-23.1134,-5.4347,8111.0,7964.0,1.0
20140418205733264,2014-04-18 20:57:33,264.0,17.0,3999,26.7092,48.384499,-23.1134,-5.4347,8112.0,,4.0
20151207041204112,2015-12-07 04:12:04,112.0,81.0,6155,-52.223099,-27.0439,-19.8311,-4.665,11519.0,,4.0
20140321110005045,2014-03-21 11:00:05,45.0,146.0,3874,-52.089298,-25.960899,7.9886,22.8561,7891.0,7541.0,3.0
20150618172424999,2015-06-18 17:24:24,,360.0,5692,-59.567101,-31.124599,6.3466,19.9324,,8467.0,5.0
20150619064250999,2015-06-19 06:42:50,,360.0,5692,-52.0294,-23.587,6.3466,19.9324,,8482.0,5.0
20150621023605999,2015-06-21 02:36:05,,360.0,5692,-27.391399,1.0511,6.3466,19.9324,10623.0,8496.0,1.0
20150622183605999,2015-06-22 18:36:05,,360.0,5692,-4.8908,23.551701,6.3466,19.9324,10636.0,8519.0,1.0
20150625083605999,2015-06-25 08:36:05,,360.0,5692,29.985001,58.427502,6.3466,19.9324,10648.0,8542.0,1.0
20130918034805104,2013-09-18 03:48:05,104.0,52.0,3194,-85.813202,-56.853901,-22.374201,-8.6832,6600.0,,4.0
20120225151208051,2012-02-25 15:12:08,51.0,97.0,1425,-85.637802,-55.445099,5.444,18.451099,3311.0,,4.0
20120228092406067,2012-02-28 09:24:06,67.0,43.0,1425,-48.340302,-18.1476,5.444,18.451099,3323.0,5368.0,3.0
20120229091208999,2012-02-29 09:12:08,,360.0,1425,-34.931198,-4.7385,5.444,18.451099,3324.0,,4.0
20141125000005176,2014-11-25 00:00:05,176.0,191.0,4862,-79.659897,-46.708099,-24.822599,-12.508,9350.0,,4.0
20141205062405304,2014-12-05 06:24:05,304.0,172.0,4862,57.792999,90.0,-24.822599,-12.508,9419.0,,4.0
20151213111204072,2015-12-13 11:12:04,72.0,141.0,6172,-50.960098,-23.203501,-24.745399,-10.1288,11563.0,,2.0
20151220194804294,2015-12-20 19:48:04,294.0,156.0,6172,47.794701,75.551399,-24.745399,-10.1288,11592.0,8816.0,3.0
20140315152405286,2014-03-15 15:24:05,286.0,69.0,3824,45.143902,68.178299,-20.980101,-3.7289,7855.0,,4.0
20160410111205026,2016-04-10 11:12:05,26.0,136.0,6483,-65.851601,-36.832298,4.5455,18.184401,12091.0,,4.0
20160412020005150,2016-04-12 02:00:05,150.0,236.0,6483,-43.964401,-14.9451,4.5455,18.184401,12097.0,,4.0
20160416202404269,2016-04-16 20:24:04,269.0,88.0,6483,20.569099,49.588402,4.5455,18.184401,12124.0,,2.0
20160417231209290,2016-04-17 23:12:09,290.0,64.0,6483,35.687099,64.706299,4.5455,18.184401,12130.0,,4.0
20160418004804275,2016-04-18 00:48:04,275.0,162.0,6483,36.5896,65.608902,4.5455,18.184401,12131.0,,2.0
20120822022406109,2012-08-22 02:24:06,109.0,92.0,1951,-73.849602,-42.939899,-26.937099,-13.5225,4517.0,,4.0
20100807183606999,2010-08-07 18:36:06,,360.0,115,-50.5215,-25.2747,6.8767,22.8403,265.0,4350.0,1.0
20100814101205999,2010-08-14 10:12:05,,360.0,115,39.0173,64.264099,6.8767,22.8403,293.0,4354.0,3.0
20131117080005198,2013-11-17 08:00:05,198.0,190.0,3364,33.525299,57.181702,-24.8776,-7.6808,,8109.0,5.0
20131119103605999,2013-11-19 10:36:05,,360.0,3364,61.890499,85.546898,-24.8776,-7.6808,7096.0,,2.0
20131120143605258,2013-11-20 14:36:05,258.0,60.0,3364,77.586601,90.0,-24.8776,-7.6808,7103.0,,4.0
20140209160006999,2014-02-09 16:00:06,,360.0,3721,-47.126801,-19.098499,-19.693001,-5.3905,,6907.0,5.0
20140210043605084,2014-02-10 04:36:05,84.0,88.0,3721,-40.029499,-12.0013,-19.693001,-5.3905,7618.0,,4.0
20140212060005999,2014-02-12 06:00:05,,360.0,3721,-12.2038,15.8244,-19.693001,-5.3905,7627.0,6952.0,1.0
20140212230613999,2014-02-12 23:06:13,,360.0,3721,-2.5155,25.512699,-19.693001,-5.3905,7632.0,6968.0,1.0
20140214084826999,2014-02-14 08:48:26,,360.0,3721,16.4105,44.438702,-19.693001,-5.3905,7654.0,,4.0
20150209232405999,2015-02-09 23:24:05,,360.0,5144,30.003099,52.6231,-17.921301,-0.358,9855.0,,4.0
20110218171206312,2011-02-18 17:12:06,312.0,99.0,384,-14.8078,9.941,7.2204,23.7463,1241.0,,2.0
20131211073607193,2013-12-11 07:36:07,193.0,79.0,3465,-5.4664,19.4622,-22.6064,-6.1613,,8354.0,5.0
20151030170005103,2015-10-30 17:00:05,103.0,131.0,6063,-78.777901,-50.321701,-0.2288,13.8966,11358.0,,2.0
20151101120004076,2015-11-01 12:00:04,76.0,114.0,6063,-54.446201,-25.99,-0.2288,13.8966,11382.0,,4.0
20151101232404143,2015-11-01 23:24:04,143.0,171.0,6063,-47.995499,-19.5392,-0.2288,13.8966,11389.0,,2.0
20151104144804999,2015-11-04 14:48:04,,360.0,6063,-12.1203,16.336,-0.2288,13.8966,11417.0,8766.0,1.0
20151014002404098,2015-10-14 00:24:04,98.0,79.0,6015,-90.0,-66.599899,-16.6952,-4.9834,11224.0,,4.0
20151022031207999,2015-10-22 03:12:07,,360.0,6015,8.4176,43.2696,-16.6952,-4.9834,,8747.0,5.0
20131026231207274,2013-10-26 23:12:07,274.0,69.0,3288,56.454601,86.419998,7.8788,21.7446,6862.0,,4.0
20131027181205308,2013-10-27 18:12:05,308.0,189.0,3288,67.131897,90.0,7.8788,21.7446,6869.0,,2.0
20100911020006065,2010-09-11 02:00:06,65.0,236.0,175,-90.0,-70.297501,-26.7841,-13.9533,385.0,,4.0
20100911182405109,2010-09-11 18:24:05,109.0,52.0,175,-90.0,-61.171299,-26.7841,-13.9533,389.0,,4.0
20140323033605999,2014-03-23 03:36:05,,360.0,3879,-49.743801,-20.572901,-21.0998,-6.7649,7906.0,7569.0,3.0
20140330004805263,2014-03-30 00:48:05,263.0,61.0,3879,43.121101,72.292,-21.0998,-6.7649,7958.0,,4.0
20140331083605276,2014-03-31 08:36:05,276.0,123.0,3879,60.997101,90.0,-21.0998,-6.7649,7973.0,,2.0
20120628062405999,2012-06-28 06:24:05,,360.0,1795,-20.2869,13.0791,-24.6968,-11.8858,4072.0,,4.0
20130819231211999,2013-08-19 23:12:11,,360.0,3068,18.2176,46.417999,11.8375,27.184099,6527.0,,4.0
20131011072410999,2013-10-11 07:24:10,,360.0,3258,-35.667251,-7.857549000000001,-19.059,-4.058199999999999,6692.0,,4.0
20141005132551277,2014-10-05 13:25:51,277.0,66.0,4623,26.6626,49.994701,-26.2491,-7.6459,9011.0,,4.0
20110529103606119,2011-05-29 10:36:06,119.0,234.0,637,-90.0,-52.401199,-26.8983,-15.5386,1854.0,4612.0,1.0
20110529212408107,2011-05-29 21:24:08,107.0,186.0,637,-85.576797,-46.4063,-26.8983,-15.5386,1856.0,4614.0,1.0
20110530113606097,2011-05-30 11:36:06,97.0,95.0,637,-77.694603,-38.524101,-26.8983,-15.5386,1860.0,4617.0,3.0
20110601183606112,2011-06-01 18:36:06,112.0,189.0,637,-47.164902,-7.9943,-26.8983,-15.5386,1869.0,,4.0
20110602081206999,2011-06-02 08:12:06,,360.0,637,-39.6157,-0.4452,-26.8983,-15.5386,1871.0,4623.0,3.0
20110607064912999,2011-06-07 06:49:12,,360.0,637,26.217501,65.388,-26.8983,-15.5386,1892.0,4633.0,1.0
20110621031610999,2011-06-21 03:16:10,,360.0,667,-4.4714,23.538601,9.728,25.3438,,4655.0,5.0
20150209062405091,2015-02-09 06:24:05,91.0,66.0,5186,-87.5327,-57.113899,4.2286,18.291401,9848.0,,4.0
20110906230557999,2011-09-06 23:05:57,,360.0,833,-2.9712,26.3008,9.7813,25.0007,2383.0,4740.0,1.0
20110907201206304,2011-09-07 20:12:06,304.0,79.0,833,8.9065,38.178501,9.7813,25.0007,2386.0,,4.0
20110907230558290,2011-09-07 23:05:58,290.0,167.0,833,10.4753,39.747299,9.7813,25.0007,2388.0,4741.0,1.0
20110908061205325,2011-09-08 06:12:05,325.0,67.0,833,14.5093,43.7813,9.7813,25.0007,,4744.0,5.0
20110909032406320,2011-09-09 03:24:06,320.0,56.0,833,26.386999,55.659,9.7813,25.0007,2393.0,,4.0
20110909072411254,2011-09-09 07:24:11,254.0,86.0,833,28.628099,57.900101,9.7813,25.0007,2395.0,4748.0,1.0
20110910084807275,2011-09-10 08:48:07,275.0,169.0,833,42.859001,72.130997,9.7813,25.0007,2401.0,4751.0,1.0
